Column1.id_project,Column1.project,Column1.data.id_address,Column1.data.address_identifier,Column1.data.date,Column1.data.energy,Column1.data.injec,Column1.data.reactive_in,Column1.data.reactive_cap,Column1.data.reactive_ex,Column1.data.ia,Column1.data.ib,Column1.data.ic,Column1.data.va,Column1.data.vb,Column1.data.vc,Column1.data.freq
1446,TCC SAS - PRINCIPAL IBAGUE,1450,TS-M9 - Principal,2022-07-07T06:00:00,2.004,0,0,0,0,0,0,0,0,0,0,0
1446,TCC SAS - PRINCIPAL IBAGUE,1450,TS-M9 - Principal,2022-07-07T07:00:00,2.812,0,0.4,0,0,0,0,0,0,0,0,0
1446,TCC SAS - PRINCIPAL IBAGUE,1450,TS-M9 - Principal,2022-07-07T08:00:00,2.74,0,0,0,0,0,0,0,0,0,0,0
1446,TCC SAS - PRINCIPAL IBAGUE,1450,TS-M9 - Principal,2022-07-07T09:00:00,4.02,0,0.8,0,0,0,0,0,0,0,0,0
1446,TCC SAS - PRINCIPAL IBAGUE,1450,TS-M9 - Principal,2022-07-07T10:00:00,5.308,0,0.8,0,0,0,0,0,0,0,0,0
1446,TCC SAS - PRINCIPAL IBAGUE,1450,TS-M9 - Principal,2022-07-07T11:00:00,3.852,0,0.8,0,0,0,0,0,0,0,0,0
1446,TCC SAS - PRINCIPAL IBAGUE,1450,TS-M9 - Principal,2022-07-07T12:00:00,3.864,0,0.4,0,0,0,0,0,0,0,0,0
1446,TCC SAS - PRINCIPAL IBAGUE,1450,TS-M9 - Principal,2022-07-07T13:00:00,4.212,0,0.8,0,0,0,0,0,0,0,0,0
1446,TCC SAS - PRINCIPAL IBAGUE,1450,TS-M9 - Principal,2022-07-07T14:00:00,3.46,0,0.8,0,0,0,0,0,0,0,0,0
1446,TCC SAS - PRINCIPAL IBAGUE,1450,TS-M9 - Principal,2022-07-07T15:00:00,3.428,0,0.8,0,0,0,0,0,0,0,0,0
1446,TCC SAS - PRINCIPAL IBAGUE,1450,TS-M9 - Principal,2022-07-07T16:00:00,2.076,0,0.4,0,0,0,0,0,0,0,0,0
1446,TCC SAS - PRINCIPAL IBAGUE,1450,TS-M9 - Principal,2022-07-07T17:00:00,3.612,0,0.4,0,0,0,0,0,0,0,0,0
